document_id,block_id,block_type,text_length,block_type_p90,block_type_p95,is_p95_outlier,long_policy_or_narrative,document_failure_count,document_citation_failures,document_synthesis_failures,quality_status,tags,text_preview
qatar_qa,qatar_qa-block-13,policy_rule,1150,642,944,True,True,1,1,0,ok,alphanumeric sender id; pre-registration; sms; Compliance considerations; key_value,"For Guidelines, the Compliance considerations is: Sender ID Compliance Sender ID Registration is required in Qatar. Starting on August 11, 2025, messages with unregistered Sender IDs will be blocked. To continue sendi..."
mozambique_mz,mozambique_mz-block-13,structured_fact,1037,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
cambodia_kh,cambodia_kh-block-13,policy_rule,1023,642,944,True,True,1,1,0,ok,alphanumeric sender id; long code; pre-registration; sms; Compliance considerations; key_value,"For Guidelines, the Compliance considerations is: Effective August 1, 2023, all SMS messages sent from long codes and unregistered Alphanumeric Sender IDs to Smart Axiata will be blocked. Starting on this date, you ca..."
turkey_tr,turkey_tr-block-13,structured_fact,1005,409,524,True,False,1,0,1,ok,alphanumeric sender id; pre-registration; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
finland_fi,finland_fi-block-13,structured_fact,987,409,524,True,False,1,1,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
germany_de,germany_de-block-13,structured_fact,952,409,524,True,False,1,0,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
ireland_ie,ireland_ie-block-13,structured_fact,950,409,524,True,False,1,1,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
switzerland_ch,switzerland_ch-block-13,structured_fact,950,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
spain_es,spain_es-block-13,structured_fact,942,409,524,True,False,1,0,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
palestine_ps,palestine_ps-block-13,structured_fact,924,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
malawi_mw,malawi_mw-block-13,structured_fact,906,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
israel_il,israel_il-block-13,structured_fact,902,409,524,True,False,1,1,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
colombia_co,colombia_co-block-13,structured_fact,895,409,524,True,False,1,0,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
slovenia_si,slovenia_si-block-13,structured_fact,893,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
afghanistan_af,afghanistan_af-block-12,structured_fact,884,409,524,True,False,1,0,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
mozambique_mz,mozambique_mz-block-13,policy_rule,843,642,944,False,True,1,0,1,ok,pre-registration; sms; Compliance considerations; key_value,"For Guidelines, the Compliance considerations is: SMS sent to Mozambique should contain the brand name or application name in the message body. Any SMS sent to Mozambique that doesn’t contain a brand name or applicati..."
albania_al,albania_al-block-13,structured_fact,836,409,524,True,False,1,0,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
algeria_dz,algeria_dz-block-13,structured_fact,836,409,524,True,False,1,1,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
armenia_am,armenia_am-block-13,structured_fact,836,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
bahamas_bs,bahamas_bs-block-13,structured_fact,833,409,524,True,False,1,1,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
bulgaria_bg,bulgaria_bg-block-13,structured_fact,833,409,524,True,False,1,1,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
chad_td,chad_td-block-13,structured_fact,833,409,524,True,False,1,0,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
dominican_republic_do,dominican_republic_do-block-13,structured_fact,833,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
ecuador_ec,ecuador_ec-block-13,structured_fact,833,409,524,True,False,1,0,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
eritrea_er,eritrea_er-block-13,structured_fact,833,409,524,True,False,1,1,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
ethiopia_et,ethiopia_et-block-13,structured_fact,833,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
guyana_gy,guyana_gy-block-13,structured_fact,833,409,524,True,False,1,1,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
iraq_iq,iraq_iq-block-13,structured_fact,833,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
madagascar_mg,madagascar_mg-block-13,structured_fact,833,409,524,True,False,1,1,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
niger_ne,niger_ne-block-13,structured_fact,833,409,524,True,False,1,1,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
palau_pw,palau_pw-block-13,structured_fact,833,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
rwanda_rw,rwanda_rw-block-13,structured_fact,833,409,524,True,False,1,1,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
sierra_leone_sl,sierra_leone_sl-block-13,structured_fact,833,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
solomon_islands_sb,solomon_islands_sb-block-13,structured_fact,833,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
sudan_sd,sudan_sd-block-13,structured_fact,833,409,524,True,False,1,0,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
tonga_to,tonga_to-block-13,structured_fact,833,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
trinidad_and_tobago_tt,trinidad_and_tobago_tt-block-13,structured_fact,833,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
tunisia_tn,tunisia_tn-block-13,structured_fact,833,409,524,True,False,1,1,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
ukraine_ua,ukraine_ua-block-13,structured_fact,833,409,524,True,False,1,1,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
venezuela_ve,venezuela_ve-block-13,structured_fact,833,409,524,True,False,1,0,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
bahrain_bh,bahrain_bh-block-13,structured_fact,831,409,524,True,False,1,1,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
barbados_bb,barbados_bb-block-13,structured_fact,831,409,524,True,False,1,1,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
belize_bz,belize_bz-block-13,structured_fact,831,409,524,True,False,1,1,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
bolivia_bo,bolivia_bo-block-13,structured_fact,831,409,524,True,False,1,1,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
botswana_bw,botswana_bw-block-13,structured_fact,831,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
burkina_faso_bf,burkina_faso_bf-block-12,structured_fact,831,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
fiji_fj,fiji_fj-block-13,structured_fact,831,409,524,True,False,1,1,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
georgia_ge,georgia_ge-block-13,structured_fact,831,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
guinea_gn,guinea_gn-block-13,structured_fact,831,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
jamaica_jm,jamaica_jm-block-13,structured_fact,831,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
lesotho_ls,lesotho_ls-block-13,structured_fact,831,409,524,True,False,1,1,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
liberia_lr,liberia_lr-block-13,structured_fact,831,409,524,True,False,1,0,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
libya_ly,libya_ly-block-13,structured_fact,831,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
mauritius_mu,mauritius_mu-block-13,structured_fact,831,409,524,True,False,1,1,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
montenegro_me,montenegro_me-block-13,structured_fact,831,409,524,True,False,1,0,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
namibia_na,namibia_na-block-12,structured_fact,831,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
paraguay_py,paraguay_py-block-13,structured_fact,831,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
sao_tome_and_principe_st,sao_tome_and_principe_st-block-13,structured_fact,831,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
south_sudan_ss,south_sudan_ss-block-13,structured_fact,831,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
uganda_ug,uganda_ug-block-13,structured_fact,831,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
uruguay_uy,uruguay_uy-block-13,structured_fact,831,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
anguilla_ai,anguilla_ai-block-12,structured_fact,822,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
turkey_tr,turkey_tr-block-13,policy_rule,811,642,944,False,True,1,0,1,ok,alphanumeric sender id; pre-registration; Compliance considerations; key_value,"For Guidelines, the Compliance considerations is: Effective April 1 2026 companies WITHOUT a local entity in Turkey can no longer send messages with URLs in their content to Turkish numbers. Because Turkish carriers f..."
bulgaria_bg,bulgaria_bg-block-58,table_fact,795,308,350,True,False,1,1,0,ok,pre-registration; Country restrictions; key_value,"For bulgaria, the Country restrictions is: Gambling traffic info: The Gambling Act 2014 prohibits the direct advertising of gambling including unsolicited electronic messages containing information about gambling. ""Di..."
finland_fi,finland_fi-block-13,policy_rule,793,642,944,False,True,1,1,0,ok,pre-registration; sms; Compliance considerations; key_value,"For Guidelines, the Compliance considerations is: Message delivery to M2M numbers is on best effort basis only. Gambling and lottery-related content is strictly prohibited by mobile operators in Finland. Twilio strong..."
germany_de,germany_de-block-13,policy_rule,758,642,944,False,True,1,0,0,ok,pre-registration; sms; Compliance considerations; key_value,"For Guidelines, the Compliance considerations is: Message delivery to M2M numbers is on best effort basis only. Sending cannabis related content is strictly prohibited. Twilio strongly encourages customers to review p..."
ireland_ie,ireland_ie-block-13,policy_rule,756,642,944,False,True,1,1,0,ok,pre-registration; sms; Compliance considerations; key_value,"For Guidelines, the Compliance considerations is: Message delivery to M2M numbers is on best effort basis only. Sending cannabis related content is strictly prohibited. Twilio strongly encourages customers to review p..."
switzerland_ch,switzerland_ch-block-13,policy_rule,756,642,944,False,True,1,0,1,ok,pre-registration; sms; Compliance considerations; key_value,"For Guidelines, the Compliance considerations is: Sending cannabis related content is strictly prohibited. Message delivery to M2M numbers is on best-effort basis only. Twilio strongly encourages customers to review p..."
cuba_cu,cuba_cu-block-13,structured_fact,750,409,524,True,False,1,0,1,ok,sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
spain_es,spain_es-block-13,policy_rule,748,642,944,False,True,1,0,0,ok,pre-registration; sms; Compliance considerations; key_value,"For Guidelines, the Compliance considerations is: Sending cannabis related content is strictly prohibited. Delivery to M2M numbers is on best-effort basis only. Twilio strongly encourages customers to review proposed..."
iran_ir,iran_ir-block-13,structured_fact,741,409,524,True,False,1,0,1,ok,sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
palestine_ps,palestine_ps-block-13,policy_rule,730,642,944,False,True,1,0,1,ok,pre-registration; sms; Compliance considerations; key_value,"For Guidelines, the Compliance considerations is: Content related to personal loans, gambling, pornography, or cryptocurrency is prohibited. Twilio strongly encourages customers to review proposed use cases with quali..."
egypt_eg,egypt_eg-block-20,table_fact,720,308,350,True,False,1,0,1,ok,alphanumeric sender id; pre-registration; Best practices; matrix,Regarding Phone Numbers & Sender ID: Alphanumeric for Best practices: the International Pre-registration is We suggest our customers selecting simple sender IDs as the operators tend to reject requests to register sen...
malawi_mw,malawi_mw-block-13,policy_rule,712,642,944,False,True,1,0,1,ok,pre-registration; sms; Compliance considerations; key_value,"For Guidelines, the Compliance considerations is: Promotional SMS must not be sent between 5pm and 8am local time (UTC+2). Twilio strongly encourages customers to review proposed use cases with qualified legal counsel..."
israel_il,israel_il-block-13,policy_rule,708,642,944,False,True,1,1,0,ok,pre-registration; sms; Compliance considerations; key_value,"For Guidelines, the Compliance considerations is: Message delivery to M2M numbers is on best-effort basis only. Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make su..."
colombia_co,colombia_co-block-13,policy_rule,701,642,944,False,True,1,0,0,ok,pre-registration; sms; Compliance considerations; key_value,"For Guidelines, the Compliance considerations is: Message delivery to M2M numbers is on best effort basis only. Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make su..."
slovenia_si,slovenia_si-block-13,policy_rule,699,642,944,False,True,1,0,1,ok,pre-registration; sms; Compliance considerations; key_value,"For Guidelines, the Compliance considerations is: Message delivery to M2M numbers is on best effort basis only. Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make su..."
afghanistan_af,afghanistan_af-block-12,policy_rule,690,642,944,False,True,1,0,0,ok,pre-registration; sms; Compliance considerations; key_value,"For Guidelines, the Compliance considerations is: Message delivery to M2M numbers is on best effort basis only. Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to ensure..."
nigeria_ng,nigeria_ng-block-19,policy_rule,672,642,944,False,True,1,1,0,ok,alphanumeric sender id; pre-registration; Use case restrictions; matrix,"Regarding Phone Numbers & Sender ID: Alphanumeric for Use case restrictions: the International Pre-registration is Promotional content is not allowed to be registered., the Domestic Pre-registration is Twilio supports..."
uganda_ug,uganda_ug-block-51,policy_rule,655,642,944,False,True,1,0,1,ok,pre-registration; Sender availability; key_value,"For uganda, the Sender availability is: Local traffic registration is required on all the major networks. The maximum length 11 characters, no space or special characters. You need an authorization letter stating that..."
egypt_eg,egypt_eg-block-20,structured_fact,646,409,524,True,False,1,0,1,ok,alphanumeric sender id; pre-registration; Best practices,- Best practices: International Pre-registration=We suggest our customers selecting simple sender IDs as the operators tend to reject requests to register sender IDs that include special characters.; Domestic Pre-regi...
spain_es,spain_es-block-19,table_fact,643,308,350,True,False,1,0,0,ok,alphanumeric sender id; pre-registration; Use case restrictions; matrix,Regarding Phone Numbers & Sender ID: Alphanumeric for Use case restrictions: the Dynamic is Twilio will start blocking on 06/06/2024 messages submitted from MEF-Protected Sender IDs for which customers have not provid...
albania_al,albania_al-block-13,policy_rule,642,642,944,False,True,1,0,0,ok,pre-registration; sms; Compliance considerations; key_value,"For Guidelines, the Compliance considerations is: Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. The following ar..."
algeria_dz,algeria_dz-block-13,policy_rule,642,642,944,False,True,1,1,0,ok,pre-registration; sms; Compliance considerations; key_value,"For Guidelines, the Compliance considerations is: Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. The following ar..."
armenia_am,armenia_am-block-13,policy_rule,642,642,944,False,True,1,0,1,ok,pre-registration; sms; Compliance considerations; key_value,"For Guidelines, the Compliance considerations is: Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. The following ar..."
nicaragua_ni,nicaragua_ni-block-13,structured_fact,635,409,524,True,False,1,1,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
guadeloupe_gp,guadeloupe_gp-block-13,structured_fact,633,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
nepal_np,nepal_np-block-13,structured_fact,633,409,524,True,False,1,1,0,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
papua_new_guinea_pg,papua_new_guinea_pg-block-13,structured_fact,633,409,524,True,False,1,0,1,ok,pre-registration; sms; Compliance considerations,- Compliance considerations: Description=Twilio strongly encourages customers to review proposed use cases with qualified legal counsel to make sure that they comply with all applicable laws. This table lists some gen...
algeria_dz,algeria_dz-block-26,table_fact,611,308,350,True,False,1,1,0,ok,alphanumeric sender id; long code; short code; Use case restrictions; matrix,"Regarding Phone Numbers & Sender ID: Long codes and short codes for Use case restrictions: the Long code international is Numeric Sender ID is not fully supported in Algeria. Depending on the network, messages with Nu..."
spain_es,spain_es-block-19,structured_fact,605,409,524,True,False,1,0,0,ok,alphanumeric sender id; pre-registration; Use case restrictions,- Use case restrictions: Pre-registration=N/A; Dynamic=Twilio will start blocking on 06/06/2024 messages submitted from MEF-Protected Sender IDs for which customers have not provided an LOA letter. In case you are exp...
thailand_th,thailand_th-block-20,table_fact,599,308,350,True,False,1,0,0,ok,alphanumeric sender id; pre-registration; Best practices; matrix,Regarding Phone Numbers & Sender ID: Alphanumeric for Best practices: the Global Pre-registration is Local network operators tend to deactivate Sender IDs which were registered in the past but are not used for a consi...
nigeria_ng,nigeria_ng-block-19,structured_fact,598,409,524,True,False,1,1,0,ok,alphanumeric sender id; pre-registration; Use case restrictions,- Use case restrictions: International Pre-registration=Promotional content is not allowed to be registered.; Domestic Pre-registration=Twilio supports the registration of the following two categories of Domestic Send...
ecuador_ec,ecuador_ec-block-9,structured_fact,590,409,524,True,False,1,0,0,ok,sms; Twilio concatenated message support,- Twilio concatenated message support: Description=Concatenation refers to the capability of splitting a message that is too long to be sent in one SMS into smaller pieces and then joining the pieces at the receiving...
algeria_dz,algeria_dz-block-26,structured_fact,577,409,524,True,False,1,1,0,ok,alphanumeric sender id; long code; short code; Use case restrictions,"- Use case restrictions: Long code domestic=---; Long code international=Numeric Sender ID is not fully supported in Algeria. Depending on the network, messages with Numeric Sender IDs will be delivered on a best-effo..."
israel_il,israel_il-block-25,table_fact,573,308,350,True,False,1,1,0,ok,alphanumeric sender id; long code; short code; sms; Use case restrictions; matrix,Regarding Phone Numbers & Sender ID: Long codes and short codes for Use case restrictions: the Long code domestic is International traffic submitted over local long codes is actively blocked by the operators. The use...
colombia_co,colombia_co-block-21,table_fact,556,308,350,True,False,1,0,0,ok,long code; short code; Sender ID preserved; matrix,Regarding Phone Numbers & Sender ID: Long codes and short codes for Sender ID preserved: the Description is In some countries sender IDs for certain sender types are not preserved and are changed for compliance and/or...
cuba_cu,cuba_cu-block-13,table_fact,556,308,350,True,False,1,0,1,ok,sms; Compliance considerations; key_value,"For Guidelines, the Compliance considerations is: Notice: Discontinuation of SMS Delivery to Cuba In compliance with applicable regulations and requirements, and to reinforce our commitment as a trusted partner for ou..."
bulgaria_bg,bulgaria_bg-block-19,structured_fact,551,409,524,True,False,1,1,0,ok,alphanumeric sender id; opt-out; pre-registration; sms; Use case restrictions,- Use case restrictions: International Pre-registration=N/A; Domestic Pre-registration=No P2P traffic is allowed. Operators will not allow to register international brands SenderIDs as national even if they have local...
iran_ir,iran_ir-block-13,table_fact,547,308,350,True,False,1,0,1,ok,sms; Compliance considerations; key_value,"For Guidelines, the Compliance considerations is: Notice: Discontinuation of SMS Delivery to Iran In compliance with applicable regulations and requirements, and to reinforce our commitment as a trusted partner for ou..."
thailand_th,thailand_th-block-20,structured_fact,532,409,524,True,False,1,0,0,ok,alphanumeric sender id; pre-registration; Best practices,- Best practices: Global Pre-registration=Local network operators tend to deactivate Sender IDs which were registered in the past but are not used for a considerable period of time. We suggest our clients to make sure...
qatar_qa,qatar_qa-block-20,table_fact,508,308,350,True,False,1,1,0,ok,alphanumeric sender id; pre-registration; Best practices; matrix,Regarding Phone Numbers & Sender ID: Alphanumeric for Best practices: the Global Pre-registration is Local network operators tend to deactivate Sender IDs which were registered in the past but are not used for a consi...
finland_fi,finland_fi-block-20,table_fact,504,308,350,True,False,1,1,0,ok,alphanumeric sender id; pre-registration; Best practices; matrix,Regarding Phone Numbers & Sender ID: Alphanumeric for Best practices: the Dynamic is In case you need to submit messages via one of the protected Sender ID please reach out to our Customer Support and provide Twilio w...
ukraine_ua,ukraine_ua-block-25,table_fact,503,308,350,True,False,1,1,0,ok,alphanumeric sender id; long code; short code; sms; Use case restrictions; matrix,Regarding Phone Numbers & Sender ID: Long codes and short codes for Use case restrictions: the Long code international is Network operators in Ukraine do not support Numeric Sender IDs. SMS submissions with Numeric Se...
iraq_iq,iraq_iq-block-25,table_fact,500,308,350,True,False,1,0,1,ok,alphanumeric sender id; long code; short code; sms; Use case restrictions; matrix,Regarding Phone Numbers & Sender ID: Long codes and short codes for Use case restrictions: the Long code international is The use of Numeric Sender IDs is not supported by Zain and Korek networks. Such IDs will be ove...
